Dist Code,Year,State Code,State Name,Dist Name,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha),WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),WHEAT YIELD (Kg per ha),KHARIF SORGHUM AREA (1000 ha),KHARIF SORGHUM PRODUCTION (1000 tons),KHARIF SORGHUM YIELD (Kg per ha),RABI SORGHUM AREA (1000 ha),RABI SORGHUM PRODUCTION (1000 tons),RABI SORGHUM YIELD (Kg per ha),SORGHUM AREA (1000 ha),SORGHUM PRODUCTION (1000 tons),SORGHUM YIELD (Kg per ha),PEARL MILLET AREA (1000 ha),PEARL MILLET PRODUCTION (1000 tons),PEARL MILLET YIELD (Kg per ha),MAIZE AREA (1000 ha),MAIZE PRODUCTION (1000 tons),MAIZE YIELD (Kg per ha),FINGER MILLET AREA (1000 ha),FINGER MILLET PRODUCTION (1000 tons),FINGER MILLET YIELD (Kg per ha),BARLEY AREA (1000 ha),BARLEY PRODUCTION (1000 tons),BARLEY YIELD (Kg per ha),CHICKPEA AREA (1000 ha),CHICKPEA PRODUCTION (1000 tons),CHICKPEA YIELD (Kg per ha),PIGEONPEA AREA (1000 ha),PIGEONPEA PRODUCTION (1000 tons),PIGEONPEA YIELD (Kg per ha),MINOR PULSES AREA (1000 ha),MINOR PULSES PRODUCTION (1000 tons),MINOR PULSES YIELD (Kg per ha),GROUNDNUT AREA (1000 ha),GROUNDNUT PRODUCTION (1000 tons),GROUNDNUT YIELD (Kg per ha),SESAMUM AREA (1000 ha),SESAMUM PRODUCTION (1000 tons),SESAMUM YIELD (Kg per ha),RAPESEED AND MUSTARD AREA (1000 ha),RAPESEED AND MUSTARD PRODUCTION (1000 tons),RAPESEED AND MUSTARD YIELD (Kg per ha),SAFFLOWER AREA (1000 ha),SAFFLOWER PRODUCTION (1000 tons),SAFFLOWER YIELD (Kg per ha),CASTOR AREA (1000 ha),CASTOR PRODUCTION (1000 tons),CASTOR YIELD (Kg per ha),LINSEED AREA (1000 ha),LINSEED PRODUCTION (1000 tons),LINSEED YIELD (Kg per ha),SUNFLOWER AREA (1000 ha),SUNFLOWER PRODUCTION (1000 tons),SUNFLOWER YIELD (Kg per ha),SOYABEAN AREA (1000 ha),SOYABEAN PRODUCTION (1000 tons),SOYABEAN YIELD (Kg per ha),OILSEEDS AREA (1000 ha),OILSEEDS PRODUCTION (1000 tons),OILSEEDS YIELD (Kg per ha),SUGARCANE AREA (1000 ha),SUGARCANE PRODUCTION (1000 tons),SUGARCANE YIELD (Kg per ha),COTTON AREA (1000 ha),COTTON PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),FRUITS AREA (1000 ha),VEGETABLES AREA (1000 ha),FRUITS AND VEGETABLES AREA (1000 ha),POTATOES AREA (1000 ha),ONION AREA (1000 ha),FODDER AREA (1000 ha)
44,1966,1,Andhra Pradesh,Srikakulam,279,226,810.04,0,0,0,3.4,1.7,500,3.5,1.7,485.71,6.9,3.4,492.75,11,8,727.27,1,1,1000,46,38,826.09,0,0,0,0.1,0,0,2,1,500,51.32,7.95,154.91,56,73,1303.57,12.1,2.3,190.08,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.31,75.3,1013.32,5.9,37.1,6288.14,0,0,0,13.53,2.48,16.01,0,0.4,0.87
44,1967,1,Andhra Pradesh,Srikakulam,277,193,696.75,0,0,0,2.5,1.2,480,0.6,0.3,500,3.1,1.5,483.87,13,12,923.08,0.2,0.3,1500,42,46,1095.24,0,0,0,0,0,0,2,1,500,39.72,7.87,198.24,67,58,865.67,8.3,2.3,277.11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.9,59.99,741.48,5.8,33.8,5827.59,0,0,0,13.25,3.12,16.37,0,0.4,0.29
44,1968,1,Andhra Pradesh,Srikakulam,305.3,172,563.38,0,0,0,3.9,1.4,358.97,5.2,2.6,500,9.1,4,439.56,13.4,9,671.64,0.2,0.1,500,44.4,42,945.95,0,0,0,0.1,0,0,1.6,1,625,51.33,9.67,188.45,69.9,67,958.51,7.3,1.3,178.08,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.26,68.3,820.32,8.9,63.2,7101.12,0,0,0,14.14,3.04,17.18,0,0.45,0.19
44,1969,1,Andhra Pradesh,Srikakulam,266.3,229.7,862.56,0,0,0,3,1.4,466.67,4.1,1.6,390.24,7.1,3,422.54,12.7,12.4,976.38,0.4,0.5,1250,43.1,41,951.28,0,0,0,0.1,0,0,1.6,0.4,250,58.55,8.88,151.67,66.2,74.4,1123.87,8.7,2.5,287.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.11,76.9,925.28,10.8,67.9,6287.04,0,0,0,12.58,2.56,15.14,0.01,0.26,0.03
44,1970,1,Andhra Pradesh,Srikakulam,281.1,297.9,1059.77,0,0,0,2.7,0.9,333.33,3.1,1.1,354.84,5.8,2,344.83,11.9,8,672.27,0.3,0.4,1333.33,38.2,28.9,756.54,0,0,0,0.1,0.1,1000,1.6,0.6,375,48.67,18.63,382.78,68.2,83.7,1227.27,8.5,3,352.94,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.75,86.7,1035.22,7.9,51.8,6556.96,0,0,0,14.61,2.69,17.3,0,0.33,0.02
44,1971,1,Andhra Pradesh,Srikakulam,267,382.8,1433.71,0,0,0,2.7,1.3,481.48,3.1,1.5,483.87,5.8,2.8,482.76,11.9,9.3,781.51,0.2,0.2,1000,43.4,47.2,1087.56,0,0,0,0.1,0,0,1.6,0.3,187.5,45.93,17.57,382.54,67.4,80.3,1191.39,8,1.3,162.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.54,81.6,988.61,5.8,53.6,9241.38,0,0,0,14.58,2.39,16.97,0,0.16,0
44,1972,1,Andhra Pradesh,Srikakulam,259.9,290.7,1118.51,0,0,0,2,0.7,350,3.4,1.5,441.18,5.4,2.2,407.41,10.7,8.6,803.74,0.2,0.2,1000,33.4,34.1,1020.96,0,0,0,0.1,0,0,1.4,0.3,214.29,42.54,12.18,286.32,65.8,59.4,902.74,6.7,0.8,119.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.79,60.2,754.48,5.9,44.6,7559.32,0,0,0,14.75,2.47,17.22,0,0.25,0
44,1973,1,Andhra Pradesh,Srikakulam,263.4,316.7,1202.35,0,0,0,3.2,1.2,375,3.5,2,571.43,6.7,3.2,477.61,10.5,11.3,1076.19,0.2,0.3,1500,35.3,35.5,1005.67,0,0,0,0,0,0,1.1,0.2,181.82,42.54,11.01,258.82,69.7,89.8,1288.38,6.2,1,161.29,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.41,90.8,1088.6,7.3,58.7,8041.1,0,0,0,14.72,2.6,17.32,0,0.39,0
44,1974,1,Andhra Pradesh,Srikakulam,214.2,152.5,711.95,0,0,0,3.1,1.4,451.61,5.4,4,740.74,8.5,5.4,635.29,10.3,10.1,980.58,0.2,0.3,1500,36.2,41.7,1151.93,0,0,0,0,0,0,1.2,0.2,166.67,45.06,9.42,209.05,79.7,85.7,1075.28,10.8,1.5,138.89,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.99,87.2,889.89,9.5,83,8736.84,0,0,0,14.96,2.92,17.88,0.01,0.34,0
44,1975,1,Andhra Pradesh,Srikakulam,270.2,351.6,1301.26,0.1,0.1,1000,2,0.6,300,5,2.9,580,7,3.5,500,13.6,10.1,742.65,0.2,0.2,1000,44.7,52.3,1170.02,0,0,0,0.1,0,0,1.8,0.4,222.22,56.55,12.36,218.57,63.4,34.6,545.74,9.4,1.4,148.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.33,36,448.15,9.8,66.7,6806.12,0,0,0,14.38,3.1,17.48,0.02,0.42,0
44,1976,1,Andhra Pradesh,Srikakulam,272.2,220.7,810.8,0,0,0,2,0.9,450,4.7,3.1,659.57,6.7,4,597.01,14.4,11.3,784.72,0.2,0.2,1000,46.9,52.9,1127.93,0,0,0,0.4,0.1,250,2.2,0.4,181.82,48.12,17.18,357.02,41.4,24.3,586.96,10.7,1.8,168.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.3,26.1,440.13,9.5,71.5,7526.32,0,0,0,13.9,3.23,17.12,0,0.31,0.02
44,1977,1,Andhra Pradesh,Srikakulam,263.2,226.4,860.18,0,0,0,1.9,1.2,631.58,4.2,2.9,690.48,6.1,4.1,672.13,12.5,13.9,1112,0.5,0.7,1400,43.4,49.7,1145.16,0,0,0,0.4,0.2,500,1.9,0.3,157.89,48.28,19.93,412.8,42.7,34.3,803.28,12.4,2.1,169.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.32,36.4,584.08,11.6,88,7586.21,0,0,0,13.4,3.03,16.43,0,0.3,0.13
44,1978,1,Andhra Pradesh,Srikakulam,274,289.1,1055.11,0,0,0,1.8,1.2,666.67,2.5,1.8,720,4.3,3,697.67,14,14.2,1014.29,0.2,0.2,1000,42.7,49.8,1166.28,0,0,0,0.5,0.2,400,1.5,0.4,266.67,47.6,16.36,343.7,35.6,26.3,738.76,7.7,0.9,116.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.35,27.2,540.22,10.1,62.1,6148.51,0,0,0,13.26,3.29,16.55,0,0.47,0
44,1979,1,Andhra Pradesh,Srikakulam,267,263,985.02,0,0,0,1.8,1.4,777.78,4,2.7,675,5.8,4.1,706.9,14,11,785.71,0.2,0.1,500,35.7,32.3,904.76,0,0,0,0.6,0.3,500,1.4,0.4,285.71,50.94,13.1,257.17,45.2,46.6,1030.97,7.6,0.9,118.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.81,47.5,744.4,7.1,52,7323.94,0,0,0,14.71,3.79,18.5,0,0.56,0
44,1980,1,Andhra Pradesh,Srikakulam,276,386,1398.55,0,0,0,1.4,0.4,285.71,4.2,2.4,571.43,5.6,2.8,500,15,16,1066.67,0.2,0.2,1000,34.7,35.3,1017.29,0,0,0,0.4,0.1,250,1.8,0.4,222.22,57.05,29.77,521.82,57.5,40.8,709.57,8.2,1.1,134.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.23,41.9,556.96,8.3,62.1,7481.93,0,0,0,17.1,3.59,20.69,0,0.64,0
44,1981,1,Andhra Pradesh,Srikakulam,273,393,1439.56,0,0,0,0.8,0.6,750,4,2.7,675,4.8,3.3,687.5,14,18,1285.71,0.2,0.6,3000,34.9,39.4,1128.94,0,0,0,0.4,0.2,500,1.9,0.9,473.68,50.29,18.52,368.26,65.5,60.4,922.14,7.7,1,129.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.43,61.4,727.23,8.6,66.5,7732.56,0,0,0,17.26,3.36,20.62,0,0.67,0
44,1982,1,Andhra Pradesh,Srikakulam,259.5,404.1,1557.23,0,0,0,0.5,0.2,400,2.6,1.8,692.31,3.1,2,645.16,13.1,14.6,1114.5,0.3,0.7,2333.33,26.8,29.7,1108.21,0,0,0,0.5,0.4,800,1.8,0.5,277.78,54.5,22.85,419.27,69.9,59.9,856.94,7.2,0.8,111.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.74,60.7,691.82,8.8,55.3,6284.09,0,0,0,17.62,3.49,21.11,0.02,0.63,0
44,1983,1,Andhra Pradesh,Srikakulam,274.8,523.7,1905.75,0,0,0,1.9,0.9,473.68,3.7,2.7,729.73,5.6,3.6,642.86,14.1,14.3,1014.18,0.3,0.9,3000,30.9,37,1197.41,0,0,0,0.5,0.3,600,1.9,1.1,578.95,53.66,19.69,366.94,73.3,82.9,1130.97,7.2,0.8,111.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.69,83.7,903.01,8.5,52.9,6223.53,0,0,0,18.19,2.83,21.01,0.02,0.8,0
44,1984,1,Andhra Pradesh,Srikakulam,271.8,333,1225.17,0,0,0,1.4,0.6,428.57,3.5,2.3,657.14,4.9,2.9,591.84,12.7,11.4,897.64,0.2,0.3,1500,29.7,30.7,1033.67,0,0,0,0.2,0.1,500,1.3,0.5,384.62,47.91,24.24,505.95,74.7,68.2,912.99,8.3,1.2,144.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.83,69.4,764.06,7.8,45.8,5871.79,0,0,0,18.35,3.73,22.09,0.03,0.8,0
44,1985,1,Andhra Pradesh,Srikakulam,264.9,533.9,2015.48,0,0,0,1.6,0.8,500,3.9,2.7,692.31,5.5,3.5,636.36,13.5,11.5,851.85,0.3,0.4,1333.33,30.5,33.9,1111.48,0,0,0,0.3,0.2,666.67,1.9,0.8,421.05,53.53,18.88,352.7,66.1,68,1028.74,7.1,1.2,169.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.01,69.2,795.31,6.9,44.2,6405.8,0,0,0,18.49,3.92,22.4,0.01,0.84,0
44,1986,1,Andhra Pradesh,Srikakulam,278,442,1589.93,0,0,0,1.5,0.9,600,3.7,2.8,756.76,5.2,3.7,711.54,12,11,916.67,0.3,0.4,1333.33,30,37,1233.33,0,0,0,0,0,0,2,1,500,64.72,36.81,568.76,93,91,978.49,7.3,1.6,219.18,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.91,92.6,792.06,8.5,51.2,6023.53,0,0,0,19.35,4.41,23.76,0,0.83,0
44,1987,1,Andhra Pradesh,Srikakulam,75,95,1266.67,0,0,0,0.7,0.2,285.71,4.3,2.6,604.65,5,2.8,560,11,8,727.27,0.2,0.3,1500,20,14,700,0,0,0,0,0,0,1,0.2,200,78.3,21.85,279.05,96,59,614.58,7.5,1.5,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.05,60.5,512.49,8.6,55.1,6406.98,0,0,0,19.77,3.92,23.69,0,0.87,0.01
44,1988,1,Andhra Pradesh,Srikakulam,272.8,552.8,2026.39,0,0,0,1.3,0.6,461.54,3,1.9,633.33,4.3,2.5,581.4,11.8,11.9,1008.47,0.2,0.3,1500,29.9,34.6,1157.19,0,0,0,0,0,0,1.1,0.3,272.73,64.75,23.63,364.94,90.8,108,1189.43,6.4,1.1,171.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.85,109.1,933.68,8.9,55.6,6247.19,0,0,0,20.9,5.14,26.03,0,0.95,0.01
44,1989,1,Andhra Pradesh,Srikakulam,281.9,612.1,2171.34,0,0,0,1.4,0.6,428.57,3.2,1.38,431.25,4.6,1.98,430.43,10,11.5,1150,0.2,0.41,2050,26.9,35.5,1319.7,0,0,0,0,0,0,2.1,0.7,333.33,78.21,28.7,366.96,90,89,988.89,14.3,1.8,125.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.1,90.8,762.38,8.8,58.35,6630.68,0,0,0,24.49,5.54,30.03,0,1.04,0.01
44,1990,1,Andhra Pradesh,Srikakulam,282.24,500.35,1772.81,0,0,0,1.15,0.67,582.61,2.31,1.61,696.97,3.46,2.28,658.96,8.63,11.12,1289.28,0.19,0.34,1837.84,26.74,38.81,1451.3,0,0,0,0.05,0.04,727.27,2.23,0.64,289.24,82.36,34.1,414.06,86.87,82.58,950.56,14.45,2.54,175.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,112.26,85.17,758.61,9.01,59.35,6587.13,0.05,0.02,444.44,24.86,5.43,30.29,0,1.15,0.01
44,1991,1,Andhra Pradesh,Srikakulam,278.3,646.07,2321.49,0,0,0,1.09,0.45,412.84,2.27,1.52,670.33,3.37,1.97,586.92,7.48,11.28,1508.02,0.27,0.57,2150.94,24.66,33.62,1363.34,0,0,0,0.08,0.05,733.33,2.42,1.52,626.8,105.94,46.14,435.55,89.69,110.34,1230.24,11.62,1.61,138.61,0,0,0,0,0,0,0,0,1000,0,0,0,0.11,0.12,1190.48,0,0,0,112.35,112,996.93,9.47,63.55,6714.21,0.05,0.03,555.56,25.06,5.74,30.8,0.11,1.18,0.01
44,1992,1,Andhra Pradesh,Srikakulam,282.08,629.36,2231.16,0,0,0,0.79,0.5,632.91,2.16,1.28,594.91,2.94,1.78,605.44,6.1,6.71,1099.18,0.46,1.23,2703.3,24.66,33.49,1358.27,0,0,0,0.05,0.04,800,2.57,1.18,458.25,148.87,63.34,425.47,101.13,110.73,1094.88,18.27,3.42,187.24,0,0,0,0,0,0,0.01,0,0,0,0,0,0.14,0.11,750,0,0,0,130.96,114.5,874.28,9.77,66.55,6811.67,0.07,0.02,357.14,29.75,6.47,36.22,0.09,1.28,0.02
44,1993,1,Andhra Pradesh,Srikakulam,248.5,491.5,1977.87,0,0,0,0.5,0.5,1000,2,0,0,2.5,0.5,200,6.5,7,1076.92,0,1,0,21,23,1095.24,0,0,0,0,0,0,2.5,1.5,600,122.5,40.5,330.61,98,83,846.94,16,3.5,218.75,0.03,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.5,86.5,755.46,11,70,6363.64,0,0.17,0,31.37,5.78,37.15,0,1.14,0.04
44,1994,1,Andhra Pradesh,Srikakulam,272,509,1871.32,0,0,0,0,0,0,2,1.5,750,2,1.5,750,7,9.5,1357.14,0,1.5,0,19,24.5,1289.47,0,0,0,0,0,0,2.5,1,400,127.5,51.5,403.92,90,81,900,19.5,2.5,128.21,0,0,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,110,83.5,759.09,10,75.5,7550,0.5,0.34,680,35.42,5.75,41.18,0,1.28,0.03
44,1995,1,Andhra Pradesh,Srikakulam,290,579,1996.55,0,0,0,1.5,0,0,1,0,0,2.5,0,0,6.5,8.5,1307.69,0.5,1.5,3000,18.5,23,1243.24,0,0,0,0,0,0,2.5,1,400,127.42,54.01,423.82,88.5,81,915.25,19.5,4,205.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.5,85,783.41,10,65.5,6550,2,0.68,340,38.63,5.59,44.22,0,1.07,0.01
44,1996,1,Andhra Pradesh,Srikakulam,250,480.5,1922,0,0,0,0.5,0.5,1000,1,0,0,1.5,0.5,333.33,6.5,8,1230.77,1,3,3000,14.5,19.5,1344.83,0,0,0,0,0,0,2.5,1.5,600,119.95,49.25,410.55,81,88.5,1092.59,16.5,4,242.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.5,91,933.33,10.5,65.5,6238.1,2.5,0.94,374,40.79,5.48,46.27,0.02,1.08,0
44,1997,1,Andhra Pradesh,Srikakulam,252.5,374.5,1483.17,0,0,0,0.5,0,0,1,0,0,1.5,0,0,5.5,8,1454.55,1,4,4000,12,15,1250,0,0,0,0,0,0,3,1.5,500,107.65,47.34,439.78,78,73.5,942.31,18,2.5,138.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.03,76,690.69,10,62,6200,3,1.19,396.67,43.74,5.48,49.22,0,1.15,0
44,1998,1,Andhra Pradesh,Srikakulam,264,532.5,2017.05,0,0,0,0.5,0,0,0,0,0,0.5,0,0,6,7.5,1250,1.5,6,4000,12,17.5,1458.33,0,0,0,0,0,0,2.5,1.5,600,112.75,40.92,362.93,80.5,76.5,950.31,17.5,2.5,142.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.34,79,697.02,12.5,91,7280,8.5,1.19,140,47.1,6.28,53.37,0,1.27,0
44,1999,1,Andhra Pradesh,Srikakulam,257.81,458.29,1777.57,0,0,0,0.52,0.14,259.62,0.19,0.08,459.46,0.71,0.23,316.9,5.63,6.88,1223.11,1.89,7.61,4034.48,10.23,12.83,1253.67,0,0,0,0.05,0.05,1100,2.57,1.1,428.85,110.54,40.91,370.15,79.85,75.32,943.15,17.24,2.95,171.06,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.07,875,0,0,0,112.68,78.42,696,18.82,75.25,3998.14,6.94,1.96,281.5,49.38,7.03,56.4,0.01,1.68,0
44,2000,1,Andhra Pradesh,Srikakulam,274.6,511.34,1862.16,0,0,0,0.65,0.24,369.23,0.07,0.06,857.14,0.72,0.3,416.67,6.01,9.3,1547.42,1.89,7.49,3949.87,9.22,9.51,1032.01,0,0,0,0.04,0.09,2428.57,2.41,1.33,551.87,94.72,35.31,372.8,69.95,65.5,936.45,20.06,4.77,237.79,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.14,1555.56,0,0,0,105.8,70.54,666.73,18.6,59.24,3184.09,6.77,2.18,321.03,50.96,6.52,57.47,0.01,1.38,0
44,2001,1,Andhra Pradesh,Srikakulam,235.44,502.11,2132.62,0,0,0,0.37,0.22,594.59,0.14,0.1,714.29,0.5,0.32,633.66,4.27,4.41,1032.79,2.77,14.22,5142.86,7.86,9.26,1179.5,0,0,0,0.03,0.05,1833.33,2.05,1.19,581.51,112.71,53.6,475.53,61.77,49.26,797.46,22.15,4.43,199.73,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.08,1142.86,0,0,0,99.78,54.27,543.97,19.67,88.39,4493.65,9.54,4.24,444.44,52.93,7.01,59.94,0.01,1.6,0
44,2002,1,Andhra Pradesh,Srikakulam,201.5,328.5,1630.27,0,0,0,0.32,0.11,343.75,0.04,0.03,750,0.56,0.21,375,5.5,6.5,1181.82,3,15,5000,7,6.5,928.57,0,0,0,0,0,0,3,1.5,500,86.64,24.67,284.78,53,41,773.58,14,2,142.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.44,43,521.62,9.5,45.5,4789.47,8,2.38,297.5,55.61,6.41,62.03,0,1,0.44
44,2003,1,Andhra Pradesh,Srikakulam,246.96,545.82,2210.18,0,0,0,0.51,1.49,2921.57,0.05,0.09,1700,0.55,1.57,2889.91,4.44,9.65,2175.87,7.83,28.48,3637.29,7.51,10.75,1431.42,0,0,0,0.09,0.16,1777.78,2.51,1.07,425.15,122.22,57.76,472.55,57.04,54.94,963.18,13.21,2.61,197.65,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.89,1186.67,0,0,0,86.83,58.51,673.86,13.59,81.62,6005.89,11.44,3.15,275.23,56.16,6.43,62.58,0,1.33,0.01
44,2004,1,Andhra Pradesh,Srikakulam,256.78,601.96,2344.28,0,0,0,0.47,0.26,548.39,0.04,0.07,1750,0.51,0.32,633.66,4.56,7.6,1668.5,6.18,26.66,4313.92,6.22,8.32,1337.89,0,0,0,0.05,0.08,1500,2.35,1.56,664.54,106.44,36.28,340.85,62.19,54.9,882.71,18.74,2.77,147.58,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9,900,0,0,0,97.91,58.73,599.84,21.72,117.76,5421.73,14.01,4.51,321.44,57.82,6.72,64.54,0,1.5,0
44,2005,1,Andhra Pradesh,Srikakulam,206.8,351.86,1701.41,0,0,0,0.52,0.28,548.08,0.04,0.11,2625,0.55,0.39,709.09,4.83,5,1034.13,7.11,31.75,4466.24,6.4,9.49,1481.66,0,0,0,0.05,0.09,2000,2.2,1.33,603.64,104.1,38.4,368.83,55.82,61.29,1097.81,18.15,2.79,153.68,0,0,0,0,0,0,0,0,0,0,0,0,2.04,2.32,1137.25,0,0,0,92.14,66.6,722.76,32.55,131.21,4031.65,11.53,2.28,197.66,59.92,7.53,67.46,0,1.52,5.91
44,2006,1,Andhra Pradesh,Srikakulam,256.64,640.67,2496.33,0,0,0,0.5,0.36,737.37,0.05,0.11,2000,0.54,0.48,879.63,4.8,3.02,629.82,8.81,34.34,3900.06,6.07,8.32,1371.81,0,0,0,0.11,0.19,1809.52,2.38,1.15,481.09,117.51,54.26,461.73,55.05,51.33,932.52,14.51,2.46,169.82,0,0,0,0,0,0,0,0,0,0,0,0,3.52,2.85,811.08,0,0,0,90.13,70.75,784.98,35.8,164.88,4605.59,7.29,1.9,259.95,62.04,8.55,70.6,0,1.92,8.11
44,2007,1,Andhra Pradesh,Srikakulam,266.55,803.55,3014.59,0,0,0,0.52,1.14,2192.31,0.03,0.09,3166.67,0.55,1.23,2227.27,4.68,5.49,1172.01,8.4,40.49,4817.37,5.23,6.65,1272.47,0,0,0,0.07,0.09,1200,2.38,1.85,773.58,122.17,57.26,468.71,48.74,62.27,1277.6,25.05,2.9,115.77,0,0,0,0.11,0.04,363.64,0,0,0,0,0,0,5.07,6.64,1308.68,0,0,0,96.24,75.47,784.19,31.82,103.15,3241.51,5.31,1.8,338.98,64.9,9.42,74.31,0,1.98,9.56
44,2008,1,Andhra Pradesh,Srikakulam,271.17,570.58,2104.12,0,0,0,0.47,1.21,2574.47,0.02,0.1,5000,0.49,1.31,2673.47,3.6,5.17,1439.5,11.2,48.43,4322.62,4.3,4.38,1018.6,0,0,0,0.12,0.22,1720,2.27,1.09,480.18,102.88,47.92,465.76,48.95,50.82,1038.1,16.38,1.86,113.25,0,0,0,0,0,0,0,0,0,0,0,0,2.8,2.85,1016.04,0,0,0,85.55,60.83,710.99,21.4,98.86,4620.94,5.2,1.64,315.38,69.19,9.09,78.28,0,1.49,0.03
44,2009,1,Andhra Pradesh,Srikakulam,233.89,497.78,2128.29,0,0,0,0.41,0.48,1170.73,0,0.01,2000,0.41,0.49,1180.72,1.47,2.12,1437.29,13.56,60.15,4437.48,3.56,4.76,1338.96,0,0,0,0.14,0.22,1607.14,2.09,1.39,664.27,113.29,54.2,478.4,43.97,50.26,1142.92,16.93,3.38,199.35,0,0,0,0,0,0,0,0,0,0,0,0,2.49,2.42,971.89,0,0,0,81.51,85.3,1046.5,16.66,60.35,3621.36,5.66,1.96,347.48,69.73,10.37,80.09,0,1.68,0.02
44,2010,1,Andhra Pradesh,Srikakulam,279.72,358.64,1282.12,0,0,0,0.36,0.53,1452.05,0.01,0.02,2000,0.36,0.55,1506.85,1.49,2.9,1946.31,16.88,84.44,5001.18,3.5,4.02,1148.78,0,0,0,0.11,0.19,1727.27,2.88,1.45,505.21,104.63,54.38,519.71,39.78,50.84,1278.03,15.28,2.69,176.05,0,0,0,0,0,0,0.01,0,500,0,0,0,3.66,4.54,1241.8,0,0,0,76.28,100.59,1318.61,20.28,66.72,3290.75,8.7,2.06,236.78,72.63,10.21,82.84,0,1.41,0.01
44,2011,1,Andhra Pradesh,Srikakulam,272.7,537.7,1971.75,0,0,0,0.32,0.67,2126.98,0.01,0.06,4000,0.33,0.73,2246.15,1.21,1.66,1362.14,21.73,109.59,5043.26,2.12,2.1,995.27,0,0,0,0.13,0.19,1520,1.91,1.01,528.8,95.17,53.65,563.7,31.06,41.76,1344.49,16.15,2.87,177.71,0,0,0,0,0,0,0,0,0,0,0,0,2.72,2.88,1060.66,0,0,0,68.1,95.7,1405.29,24.35,108.98,4475.36,11.43,3.38,295.15,72.92,9.22,82.14,0,1.34,0.01
44,2012,1,Andhra Pradesh,Srikakulam,271.63,689.11,2537.01,0,0,0,0.45,1.2,2637.36,0,0,0,0.45,1.2,2637.36,0.64,1.31,2062.99,20.81,101.29,4868.78,2.74,3.87,1410.58,0,0,0,0.14,0.25,1724.14,1.69,1.33,787.61,103.82,53.43,514.64,21.43,30.38,1417.74,11.61,2.3,198.45,0,0,0,0,0,0,0,0,0,0,0,0,1.87,1.81,967.91,0,0,0,53.18,66.94,1258.72,24.43,100.3,4106.45,17.28,8.21,475.12,75.06,8.02,83.08,0,1.09,0.01
