Dist Code,Year,State Code,State Name,Dist Name,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha),WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),WHEAT YIELD (Kg per ha),KHARIF SORGHUM AREA (1000 ha),KHARIF SORGHUM PRODUCTION (1000 tons),KHARIF SORGHUM YIELD (Kg per ha),RABI SORGHUM AREA (1000 ha),RABI SORGHUM PRODUCTION (1000 tons),RABI SORGHUM YIELD (Kg per ha),SORGHUM AREA (1000 ha),SORGHUM PRODUCTION (1000 tons),SORGHUM YIELD (Kg per ha),PEARL MILLET AREA (1000 ha),PEARL MILLET PRODUCTION (1000 tons),PEARL MILLET YIELD (Kg per ha),MAIZE AREA (1000 ha),MAIZE PRODUCTION (1000 tons),MAIZE YIELD (Kg per ha),FINGER MILLET AREA (1000 ha),FINGER MILLET PRODUCTION (1000 tons),FINGER MILLET YIELD (Kg per ha),BARLEY AREA (1000 ha),BARLEY PRODUCTION (1000 tons),BARLEY YIELD (Kg per ha),CHICKPEA AREA (1000 ha),CHICKPEA PRODUCTION (1000 tons),CHICKPEA YIELD (Kg per ha),PIGEONPEA AREA (1000 ha),PIGEONPEA PRODUCTION (1000 tons),PIGEONPEA YIELD (Kg per ha),MINOR PULSES AREA (1000 ha),MINOR PULSES PRODUCTION (1000 tons),MINOR PULSES YIELD (Kg per ha),GROUNDNUT AREA (1000 ha),GROUNDNUT PRODUCTION (1000 tons),GROUNDNUT YIELD (Kg per ha),SESAMUM AREA (1000 ha),SESAMUM PRODUCTION (1000 tons),SESAMUM YIELD (Kg per ha),RAPESEED AND MUSTARD AREA (1000 ha),RAPESEED AND MUSTARD PRODUCTION (1000 tons),RAPESEED AND MUSTARD YIELD (Kg per ha),SAFFLOWER AREA (1000 ha),SAFFLOWER PRODUCTION (1000 tons),SAFFLOWER YIELD (Kg per ha),CASTOR AREA (1000 ha),CASTOR PRODUCTION (1000 tons),CASTOR YIELD (Kg per ha),LINSEED AREA (1000 ha),LINSEED PRODUCTION (1000 tons),LINSEED YIELD (Kg per ha),SUNFLOWER AREA (1000 ha),SUNFLOWER PRODUCTION (1000 tons),SUNFLOWER YIELD (Kg per ha),SOYABEAN AREA (1000 ha),SOYABEAN PRODUCTION (1000 tons),SOYABEAN YIELD (Kg per ha),OILSEEDS AREA (1000 ha),OILSEEDS PRODUCTION (1000 tons),OILSEEDS YIELD (Kg per ha),SUGARCANE AREA (1000 ha),SUGARCANE PRODUCTION (1000 tons),SUGARCANE YIELD (Kg per ha),COTTON AREA (1000 ha),COTTON PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),FRUITS AREA (1000 ha),VEGETABLES AREA (1000 ha),FRUITS AND VEGETABLES AREA (1000 ha),POTATOES AREA (1000 ha),ONION AREA (1000 ha),FODDER AREA (1000 ha)
46,2007,1,Andhra Pradesh,East Godavari,410.78,1518.59,3696.84,0,0,0,0.58,1.27,2189.66,0.01,0.05,5000,0.59,1.31,2220.34,1.2,0.92,766.67,7.94,55.21,6953.4,0.38,0.47,1236.84,0,0,0,0.63,0.81,1285.71,0.79,0.61,772.15,115.96,21.25,183.25,0.57,1.11,1947.37,1.67,0.36,215.57,0,0,0,0,0,0,0.11,0.07,636.36,0,0,0,0.12,0.16,1333.33,0.14,0.08,571.43,57.12,103.93,1819.5,31.36,160.96,5132.65,7.9,3.14,397.47,81.75,33.77,115.52,0,0.85,6.28
46,2008,1,Andhra Pradesh,East Godavari,410.09,1513.26,3690.07,0,0,0,0.66,1.68,2545.45,0,0,0,0.66,1.68,2545.45,0.82,0.55,670.73,8.18,54.26,6633.25,0.67,0.69,1029.85,0,0,0,0.73,1.27,1739.73,0.72,0.34,472.22,77.84,21.56,276.98,0.49,1.05,2142.86,1.68,0.31,184.52,0,0,0,0,0,0,0.02,0.01,500,0,0,0,0.33,0.33,1000,0.16,0.21,1312.5,58.19,117.8,2024.4,28.36,119.11,4199.93,7.43,2.41,324.36,81.49,28.72,110.21,0,0.93,5.73
46,2009,1,Andhra Pradesh,East Godavari,306.58,1073.1,3500.23,0,0,0,0.51,0.6,1176.47,0.03,0.12,4000,0.54,0.72,1333.33,0.38,0.29,763.16,8.99,63.37,7048.94,0.71,0.71,1000,0,0,0,0.5,0.82,1640,1.47,0.98,666.67,58.82,8.47,144,0.57,1.3,2280.7,2.35,0.51,217.02,0,0,0,0,0,0,0.05,0.03,600,0,0,0,1.44,1.4,972.22,0.03,0.02,666.67,60.91,135.51,2224.76,23.07,103.43,4483.31,6.85,3.34,487.59,81.81,21.7,103.52,0,0.53,3.04
46,2010,1,Andhra Pradesh,East Godavari,410.53,1357.62,3306.99,0,0,0,0.27,0.4,1481.48,0,0,0,0.27,0.4,1481.48,0.16,0.08,500,7.93,56.1,7074.4,0.1,0.1,1000,0,0,0,0.32,0.53,1656.25,0.74,0.38,513.51,56.96,9.42,165.38,0.36,0.72,2000,1.58,0.32,202.53,0,0,0,0,0,0,0.05,0.02,400,0,0,0,0.36,0.45,1250,0,0,0,59.52,144,2419.35,24.66,108.65,4405.92,12.11,3.66,302.23,81.51,23.45,104.95,0,0.77,6.09
46,2011,1,Andhra Pradesh,East Godavari,337.09,1176.83,3491.14,0,0,0,0.18,0.39,2166.67,0,0,0,0.18,0.39,2166.67,0.1,0.08,800,8.54,55.74,6526.93,0.19,0.14,736.84,0,0,0,0.09,0.14,1555.56,0.32,0.17,531.25,64.88,17.7,272.81,0.27,0.61,2259.26,0.8,0.17,212.5,0,0,0,0,0,0,0.05,0.02,400,0,0,0,0.34,0.37,1088.24,0.05,0.08,1600,60,133.21,2220.17,24.99,108.69,4349.34,13.15,3.38,257.03,81.07,22.99,104.06,0,0.85,3.92
46,2012,1,Andhra Pradesh,East Godavari,401.06,1101.91,2747.49,0,0,0,0.16,0.41,2562.5,0,0.01,0,0.16,0.42,2625,0.09,0.1,1111.11,9.98,73.6,7374.75,0.63,0.67,1063.49,0,0,0,0.12,0.23,1916.67,0.32,0.25,781.25,50.22,20.33,404.82,0.28,0.65,2321.43,0.73,0.19,260.27,0,0,0,0,0,0,0.05,0.05,1000,0,0,0,0.35,0.34,971.43,0,0,0,59.77,173.07,2895.6,25.81,112.92,4375.05,16.85,5.53,328.19,79.51,22.67,102.18,0,0.56,3.98
46,2013,1,Andhra Pradesh,East Godavari,404.68,1211.71,2994.24,0,0,0,0.19,0.34,1789.47,0.01,0.06,6000,0.2,0.39,1950,0.07,0.08,1142.86,11.2,93.72,8367.86,1.19,1.01,848.74,0,0,0,0.13,0.26,2000,0.52,0.5,961.54,42.63,9.02,211.59,0.19,0.44,2315.79,1.09,0.28,256.88,0,0,0,0,0,0,0.05,0.04,800,0,0,0,0.41,0.46,1121.95,0,0,0,60.64,282.89,4665.07,13.86,116.53,8407.65,21.78,4.45,204.32,79.82,21.74,101.56,0,0.61,5.61
46,2014,1,Andhra Pradesh,East Godavari,394.12,1563.23,3966.38,0,0,0,0.31,0.46,1483.87,1.78,1.16,651.69,2.09,1.62,775.12,0.06,0.08,1333.33,12.91,100.76,7804.8,0.41,0.4,975.61,0,0,0,0.1,0.19,1900,2.22,1.85,833.33,38.04,16.77,440.85,0.37,1.14,3081.08,3.45,0.69,200,0,0,0,0,0,0,0.04,0.03,750,0,0,0,0.38,0.37,973.68,0.01,0.03,3000,63.5,188.02,2960.94,12.41,105.64,8512.49,22.43,8.57,382.08,78.23,21.62,99.84,0,0.58,3.77
46,2015,1,Andhra Pradesh,East Godavari,381.74,1445.57,3786.79,0,0,0,0.18,0.2,1111.11,1.35,1.17,866.67,1.53,1.37,895.42,0.07,0.06,857.14,11.12,103.79,9333.63,0.23,0.19,826.09,0,0,0,0.22,0.41,1863.64,2.98,1.24,416.11,49.09,23.34,475.39,0.36,1,2777.78,2.63,0.77,292.78,0,0,0,0,0,0,0.04,0.03,750,0,0,0,0.1,0.11,1100,0,0,0,65.86,231.4,3513.51,11.65,103.77,8909.68,20.57,10.83,526.49,77.34,18.92,96.26,0,0.56,4.71
46,2016,1,Andhra Pradesh,East Godavari,383.96,1627.03,4237.51,0,0,0,0.23,0.34,1437.77,1.66,1.16,701.02,1.89,1.5,791.75,0.08,0.09,1097.56,10.22,86.65,8478.67,0.25,0.25,1003.97,0,0,0,1.5,2.26,1504.99,2.79,0.85,304.91,59.8,40.01,669.09,0.31,0.92,2964.63,2.98,0.53,176.33,0,0,0,0,0,0,0.02,0.01,529.41,0,0,0,0.1,0.08,766.99,0,0,0,68.73,301.72,4390.07,10.52,94.34,8971.9,12.74,6.07,476.65,75.51,17.56,93.07,0,0.04,2.28
46,2017,1,Andhra Pradesh,East Godavari,386.54,1672.79,4327.61,0,0,0,0.16,0.17,1018.52,1.7,1.09,641.89,1.86,1.25,674.74,0.06,0.07,1114.75,11.8,111.51,9450.8,0.29,0.29,986.44,0,0,0,1.81,2.59,1430.78,2.31,0.88,382.02,41.2,30.54,741.19,0.16,0.51,3121.95,2.53,0.36,140.66,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.11,938.6,0,0,0,19.99,360.29,18020.91,10.32,91.25,8842.44,16.36,6.43,393.13,70.96,16.18,87.14,0,0.05,1.85
47,1966,1,Andhra Pradesh,West Godavari,357,587,1644.26,0,0,0,5.1,2.6,509.8,8.1,2.4,296.3,13.2,5,378.79,2,1,500,0.4,0.3,750,2,2,1000,0,0,0,0.2,0.1,500,2,1,500,21.9,3.03,138.31,9,8,888.89,23.9,7.3,305.44,0,0,0,0,0,0,0.6,0.1,166.67,0,0,0,0,0,0,0,0,0,38.23,15.4,402.83,21.1,205.8,9753.55,0.2,0,0,27.87,3.97,31.84,0.02,0.36,9.71
47,1967,1,Andhra Pradesh,West Godavari,377,664,1761.27,0,0,0,5.4,2.6,481.48,4.9,2.7,551.02,10.3,5.3,514.56,2,1,500,0.8,0.9,1125,2,2,1000,0,0,0,0.2,0.1,500,3,2,666.67,23.26,2.57,110.28,11,11,1000,18.3,4,218.58,0,0,0,0,0,0,0.7,0.1,142.86,0,0,0,0,0,0,0,0,0,34.3,15.12,440.67,23,226.1,9830.43,0.1,0,0,28.46,3.39,31.85,0.01,0.19,6.89
47,1968,1,Andhra Pradesh,West Godavari,335.2,627,1870.53,0,0,0,11.5,5.5,478.26,14.3,6.5,454.55,25.8,12,465.12,1.3,1,769.23,0.7,1,1428.57,1.8,1,555.56,0,0,0,0.2,0.1,500,2.2,1,454.55,26.84,3.07,114.31,7.8,8,1025.64,11.9,2.8,235.29,0,0,0,0.05,0,0,0.7,0.1,142.86,0,0,0,0,0,0,0,0,0,24.98,10.9,436.35,29,280.8,9682.76,0.2,0,0,28.8,3.61,32.41,0,0.24,3.64
47,1969,1,Andhra Pradesh,West Godavari,378.2,574.3,1518.51,0,0,0,6.5,3,461.54,7,2.9,414.29,13.5,5.9,437.04,1.7,1.1,647.06,0.6,0.8,1333.33,2,1.7,850,0,0,0,0.3,0.1,333.33,2.9,0.8,275.86,26.14,4.05,154.93,7,5.5,785.71,20.6,6.1,296.12,0,0,0,0,0,0,0.8,0.1,125,0,0,0,0,0,0,0,0,0,32.86,11.7,356.06,35.2,273.4,7767.05,0.2,0,0,33.08,3.04,36.12,0,0.13,3.95
47,1970,1,Andhra Pradesh,West Godavari,384.4,659.1,1714.62,0,0,0,5.1,1.8,352.94,3.4,1.3,382.35,8.5,3.1,364.71,1.4,0.9,642.86,0.7,0.9,1285.71,1.7,1.5,882.35,0,0,0,0.2,0.1,500,2.7,1,370.37,22.71,6.59,290.18,6.1,5.5,901.64,23.3,6.2,266.09,0,0,0,0,0,0,0.6,0.1,166.67,0,0,0,0,0,0,0,0,0,34.51,11.8,341.93,20.2,190.2,9415.84,0.3,0,0,33.39,2.72,36.11,0,0.06,3.88
47,1971,1,Andhra Pradesh,West Godavari,349.3,670.5,1919.55,0,0,0,3.5,1.7,485.71,5.9,2.9,491.53,9.4,4.6,489.36,1,0.6,600,0.7,0.9,1285.71,1.8,1.9,1055.56,0,0,0,0.1,0.1,1000,2.3,0.5,217.39,17.4,7.05,405.17,6.9,8.1,1173.91,21.5,4.4,204.65,0,0,0,0.01,0,0,0.5,0.1,200,0,0,0,0,0,0,0,0,0,34,12.6,370.59,19.4,205.7,10603.09,1.2,0.1,83.33,35.58,2.39,37.96,0,0.08,2.52
47,1972,1,Andhra Pradesh,West Godavari,347.7,684.1,1967.5,0,0,0,5,1.9,380,5.4,2.3,425.93,10.4,4.2,403.85,0.7,0.4,571.43,1,1.2,1200,1.6,1.6,1000,0,0,0,0.1,0,0,1.7,0.4,235.29,19.58,6.99,357,5.9,6.3,1067.8,12.9,3.3,255.81,0,0,0,0,0,0,0.4,0.1,250,0,0,0,0,0,0,0,0,0,24.26,9.7,399.84,23.6,235.3,9970.34,0.3,0,0,34.05,2.53,36.58,0,0.1,2.83
47,1973,1,Andhra Pradesh,West Godavari,367.2,751.8,2047.39,0,0,0,5.1,1.9,372.55,7,4,571.43,12.1,5.9,487.6,1,0.9,900,1.2,2,1666.67,1.7,2,1176.47,0,0,0,0,0,0,2.3,0.4,173.91,21.25,8.92,419.76,8.6,9.9,1151.16,18.8,4.6,244.68,0,0,0,0,0,0,0.6,0.1,166.67,0,0,0,0,0,0,0,0,0,33.16,14.6,440.29,27.4,278.2,10153.28,0.3,0.1,333.33,35.7,3.55,39.25,0,0.13,4.49
47,1974,1,Andhra Pradesh,West Godavari,379.4,829.3,2185.82,0,0,0,5.1,2.3,450.98,4.5,3.4,755.56,9.6,5.7,593.75,1.8,1.2,666.67,2.7,4.7,1740.74,2.2,2.5,1136.36,0,0,0,0.2,0.1,500,3.1,0.6,193.55,18.47,7.08,383.32,10,11.8,1180,17.1,5.8,339.18,0,0,0,0,0,0,0.9,0.2,222.22,0,0,0,0,0,0,0,0,0,34.87,17.8,510.47,29.6,287.7,9719.59,1,0.2,200,37.27,4.54,41.81,0,0.18,2.77
47,1975,1,Andhra Pradesh,West Godavari,410.5,856,2085.26,0,0,0,4,1.3,325,3.4,2,588.24,7.4,3.3,445.95,1.6,1.2,750,1.2,2.1,1750,1.7,2.2,1294.12,0,0,0,0.2,0.1,500,2.9,0.6,206.9,18.55,7.34,395.69,4.9,5.2,1061.22,11.5,3.7,321.74,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,21.75,8.9,409.2,24.6,181.9,7394.31,0.1,0,0,35.48,3.94,39.42,0,0.19,5.7
47,1976,1,Andhra Pradesh,West Godavari,317.8,493.6,1553.18,0,0,0,4.2,2,476.19,3.7,2.4,648.65,7.9,4.4,556.96,1,0.6,600,0.7,0.8,1142.86,1.1,1.1,1000,0,0,0,0.2,0.1,500,2.2,0.4,181.82,16.44,4.46,271.29,4.4,6.9,1568.18,15.7,4.9,312.1,0,0,0,0,0,0,0.3,0.1,333.33,0,0,0,0,0,0,0,0,0,25.64,11.9,464.12,23.8,179.7,7550.42,0.2,0,0,35.59,3.75,39.34,0,0.11,7.56
47,1977,1,Andhra Pradesh,West Godavari,413.5,895,2164.45,0,0,0,4.7,3,638.3,4.2,2.8,666.67,8.9,5.8,651.69,0.8,0.7,875,1,1.6,1600,0.9,1.1,1222.22,0,0,0,0.1,0,0,1.9,0.3,157.89,17.6,5.02,285.23,5.9,5.8,983.05,15.9,3.2,201.26,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,27.2,9,330.88,24.8,166.5,6713.71,0.2,0,0,37.31,3.54,40.85,0,0.07,2.8
47,1978,1,Andhra Pradesh,West Godavari,431.9,987.9,2287.34,0,0,0,3.7,2.4,648.65,2.5,1.7,680,6.2,4.1,661.29,0.9,0.8,888.89,1.8,2.7,1500,0.8,1.1,1375,0,0,0,0.1,0,0,2,0.5,250,17.11,4.08,238.46,6.8,7.2,1058.82,15.4,4.4,285.71,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,27.75,11.6,418.02,20.7,146.7,7086.96,0.1,0,0,38.26,4.69,42.95,0,0.15,2.78
47,1979,1,Andhra Pradesh,West Godavari,366,898,2453.55,0,0,0,6.2,4.7,758.06,11.5,7.8,678.26,17.7,12.5,706.21,0.2,0.2,1000,2,2,1000,0.4,0.5,1250,0,0,0,0,0,0,0.9,0.2,222.22,16.24,3.79,233.37,3.9,5,1282.05,13.6,2.9,213.24,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,23.18,7.9,340.81,15.9,124.7,7842.77,0,0,0,39.5,4.06,43.56,0,0.12,2.79
47,1980,1,Andhra Pradesh,West Godavari,422,1060,2511.85,0,0,0,3.7,1.1,297.3,4.3,2.5,581.4,8,3.6,450,1,1,1000,2,2.3,1150,0.7,0.8,1142.86,0,0,0,0,0,0,2.3,0.5,217.39,19.67,6.03,306.56,6.1,6.1,1000,15.5,3.9,251.61,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,27.22,10,367.38,19.4,203.8,10505.15,0,0,0,43.22,4.01,47.23,0,0.13,2.72
47,1981,1,Andhra Pradesh,West Godavari,434,1133,2610.6,0,0,0,3.2,1.5,468.75,2.5,1.7,680,5.7,3.2,561.4,0.4,0.4,1000,2,4,2000,0.4,0.4,1000,0,0,0,0,0,0,2.1,1,476.19,17.02,4.81,282.61,7.4,8.1,1094.59,13,3.5,269.23,0,0,0,0,0,0,0.2,0.1,500,0,0,0,0,0,0,0,0,0,25.91,11.7,451.56,26,200.8,7723.08,0,0,0,44.98,3.47,48.45,0,0.11,3.77
47,1982,1,Andhra Pradesh,West Godavari,444.7,1279.8,2877.9,0,0,0,2.9,1.2,413.79,1.6,1.2,750,4.5,2.4,533.33,0.1,0.1,1000,1,2,2000,0.3,0.2,666.67,0,0,0,0,0,0,1.7,0.4,235.29,15.83,5.74,362.6,7.2,10.3,1430.56,12.6,3,238.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,24.63,13.3,539.99,22,195.9,8904.55,0,0,0,45.84,3.3,49.15,0,0.1,4.1
47,1983,1,Andhra Pradesh,West Godavari,476.5,1139,2390.35,0,0,0,2.3,1.1,478.26,2.1,1.5,714.29,4.4,2.6,590.91,0.1,0.1,1000,1,3.2,3200,0.2,0.2,1000,0,0,0,0,0,0,6.6,3.5,530.3,8.69,1.86,214.04,7.7,9,1168.83,12.1,2.8,231.4,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,25.88,11.8,455.95,16.9,130.9,7745.56,0,0,0,48.86,3.14,52,0,0.09,3.5
47,1984,1,Andhra Pradesh,West Godavari,439.5,1193.9,2716.5,0,0,0,2.1,0.8,380.95,3,2,666.67,5.1,2.8,549.02,0.1,0.1,1000,1.2,2.9,2416.67,0.1,0.1,1000,0,0,0,0,0,0,1.3,0.4,307.69,12.33,5.08,412,8.3,11.2,1349.4,11.3,3,265.49,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,28.35,14.2,500.88,17.1,143.3,8380.12,0.3,0.1,333.33,50.41,2.94,53.35,0,0.05,4.32
47,1985,1,Andhra Pradesh,West Godavari,462.5,1200.9,2596.54,0,0,0,2,1,500,1.8,1.2,666.67,3.8,2.2,578.95,0.1,0.1,1000,1.2,2.5,2083.33,0.1,0.1,1000,0,0,0,0,0,0,1.2,0.5,416.67,12.59,5.14,408.26,8,9.2,1150,13.1,4.8,366.41,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,26.06,14,537.22,19.7,162.1,8228.43,0.2,0.1,500,49.95,3.23,53.18,0,0,3.3
47,1986,1,Andhra Pradesh,West Godavari,477,860,1802.94,0,0,0,2.1,1.3,619.05,1.3,1,769.23,3.4,2.3,676.47,0,0,0,1,2,2000,0.1,0.1,1000,0,0,0,0,0,0,1,0.4,400,14.33,8.11,565.95,6.6,8.4,1272.73,10,2,200,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,22.84,10.4,455.34,22.2,145.6,6558.56,0.2,0.1,500,49.96,3.44,53.4,0,0,3.54
47,1987,1,Andhra Pradesh,West Godavari,455,1221,2683.52,0,0,0,1.9,0.5,263.16,1.5,0.9,600,3.4,1.4,411.76,0,0,0,0.3,0.5,1666.67,0,0,0,0,0,0,0,0,0,1.8,0.3,166.67,19.13,10.08,526.92,6,7,1166.67,8,1.5,187.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.31,8.5,364.65,24.1,191.7,7954.36,1,0.3,300,52.97,4.16,57.13,0,0,10.36
47,1988,1,Andhra Pradesh,West Godavari,494.6,1506.4,3045.69,0,0,0,1.5,0.6,400,1,0.6,600,2.5,1.2,480,0,0,0,1.5,3.6,2400,0,0,0,0,0,0,0,0,0,1.6,0.5,312.5,22.39,15.98,713.71,10.2,14,1372.55,5.8,0.9,155.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.77,14.9,684.43,24.2,185.8,7677.69,1.7,0.4,235.29,59.51,4.44,63.95,0,0,8.42
47,1989,1,Andhra Pradesh,West Godavari,497.6,1063.9,2138.06,0,0,0,1.2,0.5,416.67,2,0.68,340,3.2,1.18,368.75,0,0,0,2.7,11.2,4148.15,0,0,0,0,0,0,0,0,0,1.2,0.4,333.33,18.6,10.52,565.59,9.1,12.6,1384.62,3.7,0.7,189.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.9,13.3,636.36,23.9,192.1,8037.66,5.8,2.3,396.55,63.49,4.79,68.28,0,0.01,6.48
47,1990,1,Andhra Pradesh,West Godavari,437.05,1006.37,2302.64,0,0,0,1.13,0.65,575.22,0.42,0.29,690.48,1.54,0.94,610.39,0,0,0,1.71,4.7,2748.54,0,0,0,0,0,0,0,0,0,1.17,0.34,290.6,21.81,12.9,591.47,9.39,11.26,1199.15,4.69,1.25,266.52,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,22.17,12.51,564.28,24.66,180.79,7331.31,2.4,1.19,495.83,63.28,4.48,67.76,0,0,6.85
47,1991,1,Andhra Pradesh,West Godavari,394.88,1011.02,2560.32,0,0,0,1.04,0.43,413.46,0.86,0.51,593.02,1.89,0.94,497.35,0,0,0,1.57,4.11,2617.83,0,0,0,0,0,0,0,0,0,1.14,0.71,622.81,33.04,18.86,570.82,10.17,12.93,1271.39,4.9,1.6,326.53,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1000,0,0,0,23.86,15,628.67,30.24,243.89,8065.15,1.22,0.66,540.98,64.33,4.38,68.71,0,0,10.01
47,1992,1,Andhra Pradesh,West Godavari,443.86,1292.41,2911.75,0,0,0,1.41,0.9,638.3,1.08,0.9,833.33,2.49,1.8,722.89,0,0,0,4.02,12.22,3039.8,0.01,0.01,1000,0,0,0,0,0,0,1.06,0.48,452.83,24.97,11.4,456.55,9.13,14.76,1616.65,4.95,2.01,406.06,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,27.8,17,611.51,24.49,190.73,7788.08,1.66,0.58,349.4,72.92,4.12,77.04,0,0,6.09
47,1993,1,Andhra Pradesh,West Godavari,423,1366,3229.31,0,0,0,1,1,1000,4,4,1000,5,5,1000,0,0,0,3,10,3333.33,0,0,0,0,0,0,0,0,0,1,0,0,16,4,250,7,12,1714.29,3,1,333.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,1300,23,194,8434.78,3,1.19,396.67,75.1,4,79.1,0,0,5.57
47,1994,1,Andhra Pradesh,West Godavari,461,1442,3127.98,0,0,0,1,1,1000,0,0,0,1,1,1000,0,0,0,5,16,3200,0,0,0,0,0,0,0,0,0,1,0,0,16,6,375,7,9,1285.71,3,1,333.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,1111.11,29,245,8448.28,4,1.53,382.5,77.6,4.87,82.47,0,0.03,9.41
47,1995,1,Andhra Pradesh,West Godavari,468,1257,2685.9,0,0,0,1,1,1000,0,0,0,1,1,1000,0,0,0,5,16,3200,0,0,0,0,0,0,0,0,0,1,0,0,19.99,9.04,452.23,7,12,1714.29,2,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,1300,28,225,8035.71,5,1.7,340,77.58,5.04,82.62,0,0.02,11.23
47,1996,1,Andhra Pradesh,West Godavari,468,1133,2420.94,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,25,4166.67,0,0,0,0,0,0,0,0,0,1,0,0,10.07,4.04,401.19,8,13,1625,3,1,333.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,1272.73,29,174,6000,5,2.38,476,78,5.55,83.55,0,0,0.93
47,1997,1,Andhra Pradesh,West Godavari,440,1308,2972.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,35,3888.89,0,0,0,0,0,0,0,0,0,1,0,0,10.54,3.22,305.5,5,8,1600,2,1,500,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1000,0,0,0,29.16,9,308.64,27,206,7629.63,4,1.36,340,78.31,5.13,83.45,0,0,0.77
47,1998,1,Andhra Pradesh,West Godavari,456,1495,3278.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,47,4700,0,0,0,0,0,0,0,0,0,0,0,0,10.54,4.44,421.25,5,6,1200,1,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1000,0,0,0,29.38,8,272.29,29,248,8551.72,3,0.51,170,77.3,5.68,82.98,0,0.1,0.5
47,1999,1,Andhra Pradesh,West Godavari,460.46,1466.37,3184.58,0,0,0,0.32,0.08,250,0.09,0.03,333.33,0.41,0.12,292.68,0,0,0,11.9,55.76,4685.71,0,0,0,0,0,0,0.06,0.07,1166.67,0.44,0.19,431.82,10.9,4.87,446.79,3.48,5.46,1568.97,1.04,0.36,346.15,0,0,0,0.39,0.11,282.05,0,0,0,0,0,0,0.12,0.11,916.67,0,0,0,29.66,6.03,203.3,58.55,299.49,5115.12,1.55,0.43,277.42,76.16,6.12,82.27,0,0,1.17
47,2000,1,Andhra Pradesh,West Godavari,471.67,1652.88,3504.31,0,0,0,0.33,0.12,363.64,0.02,0.02,1000,0.35,0.14,400,0,0,0,18.69,94.14,5036.92,0,0,0,0,0,0,0.01,0.01,1000,0.69,0.38,550.72,11.1,4.08,367.57,4.14,7.45,1799.52,0.63,0.17,269.84,0,0,0,0,0,0,0.28,0.08,285.71,0,0,0,0.34,0.49,1441.18,0,0,0,30.89,8.19,265.13,62.22,281.26,4520.41,2.03,0.65,320.2,75.79,6.12,81.91,0,0,1.07
47,2001,1,Andhra Pradesh,West Godavari,414.2,1473.13,3556.57,0,0,0,0.32,0.19,593.75,1.14,0.84,736.84,1.46,1.03,705.48,0,0,0,13.48,83.96,6228.49,0,0,0,0,0,0,0.01,0.01,1000,0.19,0.11,578.95,11.01,6.55,594.91,3.37,7.36,2183.98,0.53,0.14,264.15,0,0,0,0,0,0,0.01,0,0,0,0,0,0.44,0.49,1113.64,0,0,0,30.65,12.48,407.18,63.7,300.89,4723.55,3.27,1.45,443.43,75.09,5.41,80.5,0,0,0.47
47,2002,1,Andhra Pradesh,West Godavari,332,1166,3512.05,0,0,0,1.3,1,769.23,1,0.62,620,2.3,1.62,704.35,0,0,0,18,121,6722.22,0,0,0,0,0,0,0,0,0,0,0,0,34.06,16.09,472.4,3,5,1666.67,1,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,2,2,1000,0,0,0,31.75,7,220.47,35,263,7514.29,1,0.34,340,76.25,5.05,81.3,0,0,2.29
